Epoch,Time,Score,Delta_Power,Theta_Power,Alpha_Power,Beta_Power,Gamma_Power,Sigma_Power,Delta_Ratio,Theta_Ratio,Alpha_Ratio,Beta_Ratio,Gamma_Ratio,Sigma_Ratio,date.time,meanRR,SDRR
814,6:10:39,N2,23.47084,3.27805,1.270476,1.519566,0.199434,2.790042,0.654339,0.160359,0.071635,0.100046,0.013622,0.171681,2019-11-22 06:10:39,1298.82838734163,77.9586457072319
815,6:11:09,N2,14.3109,2.44926,1.578285,1.408772,0.245685,2.987056,0.647782,0.142039,0.0968,0.097095,0.016284,0.193895,2019-11-22 06:11:09,1275.76810840687,68.0600062625731
816,6:11:39,N2,20.87799,4.12097,2.318133,1.398535,0.212332,3.716667,0.670922,0.151874,0.090309,0.074204,0.01269,0.164514,2019-11-22 06:11:39,1308.43684816128,97.8532531868409
817,6:12:09,N2,15.64634,3.75459,1.973652,1.756003,0.196579,3.729655,0.620791,0.182092,0.095769,0.090507,0.010841,0.186276,2019-11-22 06:12:09,935.034396610075,147.863686916539
818,6:12:39,N2,29.51482,3.091839,1.68765,1.280778,0.185296,2.968429,0.686094,0.144599,0.076554,0.078734,0.014018,0.155288,2019-11-22 06:12:39,1285.56582403455,56.820793194813
819,6:13:09,N2,34.54102,8.049552,1.813127,1.292618,0.214528,3.105745,0.695068,0.169029,0.060831,0.063009,0.012062,0.123841,2019-11-22 06:13:09,1428.88654814923,94.5382552364344
820,6:13:39,N2,14.157,3.687297,2.423362,1.480199,0.189926,3.903561,0.584339,0.196354,0.116562,0.089905,0.01284,0.206467,2019-11-22 06:13:39,1348.4238038256,58.0637432503922
821,6:14:09,N1,42.30972,7.16703,4.421824,5.191582,2.487017,9.613407,0.590539,0.154768,0.089863,0.125833,0.038997,0.215696,2019-11-22 06:14:09,1408.62126715274,64.5775929970555
822,6:14:39,N2,28.64347,3.744603,3.438722,2.063239,0.283186,5.501961,0.618734,0.159459,0.092177,0.107188,0.022443,0.199365,2019-11-22 06:14:39,1299.41358468167,44.4524013570142
823,6:15:09,N2,18.16006,4.566504,3.080492,1.678486,0.234125,4.758978,0.599076,0.185534,0.085612,0.11141,0.018368,0.197022,2019-11-22 06:15:09,1329.37052579927,55.8361552996891
824,6:15:39,N2,27.29037,4.631585,2.673372,1.987809,0.214542,4.66118,0.668936,0.144571,0.08783,0.085625,0.013038,0.173455,2019-11-22 06:15:39,1339.61871634122,54.1159147167647
825,6:16:09,N2,22.2292,3.589917,2.33542,1.792527,0.225668,4.127947,0.579257,0.193725,0.100214,0.110455,0.016349,0.210669,2019-11-22 06:16:09,1319.12780485605,62.2485039365255
826,6:16:39,N2,9.7276,2.518814,1.289011,1.908828,0.250391,3.197838,0.562811,0.19112,0.082309,0.142633,0.021128,0.224942,2019-11-22 06:16:39,1235.83269576961,50.97779656816
827,6:17:09,N2,16.94378,3.337909,1.638909,1.462038,0.267958,3.100947,0.638481,0.159915,0.080013,0.103498,0.018093,0.183512,2019-11-22 06:17:09,1280.89330116555,46.6544576502114
828,6:17:39,N2,14.6179,3.001379,1.187353,1.438563,0.205878,2.625916,0.667229,0.156567,0.069099,0.091745,0.01536,0.160844,2019-11-22 06:17:39,1297.46403905557,56.48850802639
829,6:18:09,N2,16.50103,3.430805,1.849907,1.932609,0.232156,3.782516,0.626213,0.175807,0.086738,0.09851,0.012733,0.185248,2019-11-22 06:18:09,1291.87310087675,86.6980171930025
830,6:18:39,N2,30.79564,4.820391,1.72041,1.670421,0.242521,3.390832,0.655842,0.174304,0.081226,0.076634,0.011994,0.15786,2019-11-22 06:18:39,1319.2093381583,56.6105058976514
831,6:19:09,N2,22.37096,4.853973,2.043618,2.070196,0.221746,4.113813,0.585752,0.201781,0.099935,0.099916,0.012616,0.199851,2019-11-22 06:19:09,1285.00663526068,60.5759477686905
832,6:19:39,N2,18.78358,3.438366,1.591121,1.551203,0.240727,3.142323,0.644413,0.168461,0.089017,0.083909,0.0142,0.172926,2019-11-22 06:19:39,1268.60989636924,46.5947164777232
833,6:20:09,N2,17.7816,3.473798,2.088548,1.540502,0.237881,3.62905,0.655651,0.153223,0.088893,0.087845,0.014386,0.176739,2019-11-22 06:20:09,1316.00920589909,69.8546192173911
834,6:20:39,N2,20.73242,4.271103,1.633442,1.347552,0.225951,2.980993,0.645152,0.187735,0.086288,0.068338,0.012488,0.154626,2019-11-22 06:20:39,1096.05153759514,188.131954682687
835,6:21:09,N2,25.76082,4.291684,1.456218,1.423238,0.209238,2.879456,0.708272,0.153785,0.060323,0.065767,0.011854,0.12609,2019-11-22 06:21:09,1146.09831834205,228.706908469827
836,6:21:39,N2,25.26776,5.665187,2.470679,1.752843,0.18352,4.223522,0.630955,0.175068,0.105623,0.077786,0.010568,0.183409,2019-11-22 06:21:39,1296.04833725129,117.968580128607
837,6:22:09,N2,17.44267,4.489365,1.701048,1.342254,0.217534,3.043302,0.638628,0.197151,0.078397,0.073371,0.012453,0.151768,2019-11-22 06:22:09,1365.80786203501,113.747292095153
838,6:22:39,N2,54.05809,5.500151,3.353292,4.796393,1.62749,8.149685,0.639119,0.149887,0.074203,0.108103,0.028688,0.182306,2019-11-22 06:22:39,1313.1028543168,80.8712190583677
839,6:23:09,N2,39.7027,3.974577,2.326961,5.86577,1.124097,8.19273,0.635903,0.09505,0.057301,0.169332,0.042414,0.226633,2019-11-22 06:23:09,1311.68276288693,74.3874448336004
840,6:23:39,N2,23.90726,2.644382,0.78919,2.804253,0.415999,3.593443,0.678834,0.14078,0.045408,0.115924,0.019055,0.161332,2019-11-22 06:23:39,1327.24450517015,87.8511798618988
841,6:24:09,N2,32.79456,3.950182,3.445547,3.201836,0.167539,6.647382,0.618091,0.169578,0.085962,0.114579,0.01179,0.200541,2019-11-22 06:24:09,1333.85268759866,77.2250277480357
842,6:24:39,N2,14.99781,2.524773,2.581532,1.937794,0.136164,4.519326,0.624469,0.143453,0.110181,0.110782,0.011115,0.220963,2019-11-22 06:24:39,1333.86625443288,72.171940970807
843,6:25:09,N2,13.11955,2.323901,2.060173,1.528212,0.17103,3.588385,0.581294,0.169584,0.119062,0.116877,0.013185,0.235938,2019-11-22 06:25:09,1283.71965641017,83.8128322464817
844,6:25:39,N2,17.76682,2.109084,1.390347,1.797076,0.14791,3.187423,0.650033,0.139445,0.092992,0.104634,0.012896,0.197626,2019-11-22 06:25:39,1329.49798860647,82.0196962080205
845,6:26:09,N2,18.26164,3.210032,2.309975,1.620747,0.136978,3.930722,0.652134,0.170634,0.089296,0.079045,0.008891,0.168341,2019-11-22 06:26:09,1266.22114827741,135.687170005027
846,6:26:39,N2,27.4466,3.859657,2.707897,1.630293,0.178771,4.338191,0.587208,0.19393,0.122965,0.081634,0.014264,0.204598,2019-11-22 06:26:39,1017.01117049666,107.467390219352
847,6:27:09,N2,15.36345,2.303066,1.722095,1.559501,0.17553,3.281596,0.637673,0.163568,0.088013,0.096324,0.014422,0.184337,2019-11-22 06:27:09,928.942279606744,73.1567965066732
848,6:27:39,N2,10.99373,2.578828,1.874628,1.735893,0.140899,3.610521,0.587442,0.179724,0.109015,0.111442,0.012377,0.220457,2019-11-22 06:27:39,1000.68313917072,87.3833976280492
849,6:28:09,N2,40.33962,5.779261,5.084917,4.778124,0.266566,9.863041,0.622866,0.145773,0.12008,0.101933,0.009347,0.222013,2019-11-22 06:28:09,1036.89802867972,85.5066777915649
850,6:28:39,W,11.01939,1.65491,0.969732,9.562507,3.015438,10.53224,0.372026,0.060302,0.041335,0.382398,0.143939,0.423733,2019-11-22 06:28:39,1069.90853151956,156.536931295319
851,6:29:09,W,31.54958,5.025818,2.032917,9.001883,3.215507,11.0348,0.500415,0.078562,0.039385,0.274474,0.107164,0.313859,2019-11-22 06:29:09,1355.47531721561,72.5192117610584
852,6:29:39,W,10.20003,1.258277,1.092432,7.379913,3.091026,8.472345,0.403173,0.061769,0.052123,0.341374,0.141561,0.393496,2019-11-22 06:29:39,1283.75183273502,98.9848294340308
853,6:30:09,W,10.21712,1.437994,1.228685,11.524,5.782456,12.75268,0.248107,0.064449,0.052303,0.426784,0.208358,0.479086,2019-11-22 06:30:09,1238.06291223127,112.123161023255
854,6:30:39,W,5.879413,1.733136,1.377603,8.859007,2.96808,10.23661,0.283609,0.087866,0.059647,0.435089,0.133789,0.494735,2019-11-22 06:30:39,1275.16204659992,58.6325132210954
855,6:31:09,N1,9.549295,2.103423,0.73873,1.566846,0.201605,2.305576,0.617369,0.170963,0.066049,0.127607,0.018012,0.193656,2019-11-22 06:31:09,1304.58992338919,78.1684157818232
856,6:31:39,N2,18.07911,2.394274,1.667406,3.022293,0.26736,4.689699,0.61183,0.145473,0.077154,0.14621,0.019334,0.223364,2019-11-22 06:31:39,1241.91301817967,65.4141605556661
857,6:32:09,N2,37.36545,3.858856,4.254687,2.978802,0.200669,7.23349,0.639958,0.148265,0.087539,0.113749,0.010489,0.201288,2019-11-22 06:32:09,1211.64058095917,67.3721866543266
858,6:32:39,N2,14.96313,2.737858,3.079216,2.571586,0.206227,5.650803,0.606435,0.164492,0.093026,0.120972,0.015076,0.213997,2019-11-22 06:32:39,1287.30715147274,97.0386393963903
859,6:33:09,N2,19.04842,2.337832,2.203028,4.475132,0.228963,6.678161,0.547281,0.12736,0.089545,0.216565,0.019248,0.306111,2019-11-22 06:33:09,1217.42143981968,74.6383762805116
860,6:33:39,N2,34.49738,3.825833,2.416613,1.892996,0.155527,4.309609,0.680198,0.145236,0.074855,0.087691,0.01202,0.162547,2019-11-22 06:33:39,968.077627676421,133.540237719052
861,6:34:09,N2,22.16584,3.156162,3.583411,4.407413,0.140656,7.990824,0.558907,0.162077,0.108681,0.162309,0.008026,0.27099,2019-11-22 06:34:09,900.183612359877,135.173129242316
862,6:34:39,N2,39.26796,3.575693,1.313051,2.416101,0.139289,3.729152,0.647759,0.151567,0.060848,0.12821,0.011617,0.189058,2019-11-22 06:34:39,1031.10300547125,160.757174117276
863,6:35:09,N2,18.21651,3.518086,1.694485,2.202165,0.1403,3.89665,0.596716,0.185592,0.080377,0.126791,0.010524,0.207169,2019-11-22 06:35:09,1257.80210160243,19.7482121344013
864,6:35:39,N2,16.72158,3.217897,2.280998,8.284235,1.202715,10.56523,0.477002,0.144535,0.099315,0.247129,0.032019,0.346444,2019-11-22 06:35:39,1221.08592625393,48.584910429798
865,6:36:09,W,60.37626,7.119414,1.793273,6.340309,3.547961,8.133582,0.585359,0.078937,0.058633,0.195177,0.081894,0.25381,2019-11-22 06:36:09,1170.88922134456,54.5610719074204
866,6:36:39,W,25.4139,10.87953,4.485619,5.449504,1.571491,9.935123,0.54537,0.119089,0.071671,0.215141,0.04873,0.286811,2019-11-22 06:36:39,1322.34538303065,53.9973208819766
867,6:37:09,W,20.17575,9.967717,2.714474,2.8351,0.345372,5.549574,0.530314,0.187075,0.088843,0.168959,0.02481,0.257802,2019-11-22 06:37:09,1257.56276777517,37.6217991247752
868,6:37:39,W,32.31173,7.572896,3.282928,3.344266,0.448145,6.627194,0.659087,0.185011,0.052351,0.087784,0.015767,0.140136,2019-11-22 06:37:39,1157.19171075013,35.9035596070945
869,6:38:09,N2,43.42982,5.312048,1.877811,2.568195,0.234443,4.446006,0.661395,0.145757,0.07305,0.106686,0.013112,0.179736,2019-11-22 06:38:09,1153.48865627112,24.7092791582639
870,6:38:39,N2,34.94129,7.060169,2.010274,3.937907,0.587545,5.94818,0.59764,0.18322,0.054972,0.141966,0.022203,0.196938,2019-11-22 06:38:39,1124.08457405413,39.3809481534053
871,6:39:09,R,16.8554,3.153015,0.967691,1.561026,0.169836,2.528716,0.639318,0.187797,0.056815,0.100399,0.01567,0.157214,2019-11-22 06:39:09,1144.52747510388,50.3694060546427
872,6:39:39,R,4.4388,1.965476,0.8435,1.349449,0.125795,2.192949,0.466344,0.232471,0.108853,0.173609,0.018723,0.282461,2019-11-22 06:39:39,1238.77469440142,80.0298737659068
873,6:40:09,R,12.0061,2.266683,0.800104,1.227076,0.129566,2.02718,0.605681,0.174631,0.076273,0.131126,0.012289,0.207399,2019-11-22 06:40:09,1165.03602605486,31.8445696864469
874,6:40:39,R,7.073205,1.988426,0.833162,1.126333,0.16325,1.959494,0.514136,0.225746,0.095092,0.14231,0.022717,0.237402,2019-11-22 06:40:39,1144.99990493372,65.248904081424
875,6:41:09,R,49.18316,4.33676,1.168278,1.390288,0.237344,2.558566,0.640899,0.179039,0.071839,0.093531,0.014693,0.16537,2019-11-22 06:41:09,1005.68666992194,50.7430364576277
876,6:41:39,R,13.41906,3.724438,1.235397,1.513712,0.203908,2.749109,0.543434,0.202693,0.102911,0.132447,0.018515,0.235358,2019-11-22 06:41:39,1117.24208073767,59.004988369047
877,6:42:09,R,12.42943,3.099359,1.210324,1.216723,0.202846,2.427047,0.609485,0.211457,0.08181,0.082326,0.014923,0.164136,2019-11-22 06:42:09,1075.86970950798,49.293715983731
878,6:42:39,R,51.59558,7.124339,2.211353,2.750192,0.276045,4.961545,0.715888,0.148753,0.060362,0.065392,0.009605,0.125754,2019-11-22 06:42:39,1064.48389384386,68.332412612013
879,6:43:09,R,129.1699,15.14224,4.879024,3.789905,0.277561,8.668929,0.760683,0.144082,0.039115,0.05032,0.005801,0.089435,2019-11-22 06:43:09,1050.79351077282,64.0067222951471
880,6:43:39,R,41.29432,3.259601,2.098496,1.909642,0.241543,4.008139,0.634774,0.124676,0.109658,0.117562,0.013329,0.22722,2019-11-22 06:43:39,1046.41782492917,68.4792721368389
881,6:44:09,R,14.19751,2.65399,0.866893,1.261178,0.173617,2.128071,0.496583,0.252581,0.092555,0.137493,0.020789,0.230048,2019-11-22 06:44:09,1169.97413728747,38.5730536302523
882,6:44:39,R,10.75112,2.038044,0.817032,1.911979,0.381258,2.72901,0.593191,0.17751,0.079293,0.132269,0.017737,0.211562,2019-11-22 06:44:39,1133.00229051021,91.991259556657
883,6:45:09,R,37.51525,4.496689,1.217301,1.786283,0.209141,3.003584,0.718118,0.131625,0.055642,0.084058,0.010557,0.1397,2019-11-22 06:45:09,1206.20411549222,68.8421332068168
884,6:45:39,R,54.02377,3.576524,1.24041,2.255698,0.244659,3.496109,0.642241,0.178058,0.057826,0.108209,0.013666,0.166035,2019-11-22 06:45:39,1127.70479500409,37.3153598782491
885,6:46:09,R,51.00924,4.857481,1.57259,1.32568,0.182485,2.89827,0.676636,0.175099,0.061486,0.076627,0.010152,0.138113,2019-11-22 06:46:09,976.931611906116,74.7403339708686
886,6:46:39,R,28.96034,3.552652,1.031983,1.30731,0.175212,2.339293,0.615226,0.204303,0.074132,0.092977,0.013362,0.16711,2019-11-22 06:46:39,1137.01986901404,78.996935621587
887,6:47:09,R,34.9491,3.728184,0.966147,1.304975,0.165219,2.271122,0.583517,0.216677,0.071735,0.11312,0.014951,0.184855,2019-11-22 06:47:09,1141.64982290073,40.0796686384452
888,6:47:39,R,40.17654,3.424575,1.231399,1.332518,0.145304,2.563917,0.573988,0.218536,0.089134,0.105365,0.012977,0.194499,2019-11-22 06:47:39,1125.86628625037,52.1863852940732
889,6:48:09,R,7.06292,1.927371,1.052433,1.417184,0.163844,2.469617,0.560078,0.170576,0.100841,0.151938,0.016567,0.252779,2019-11-22 06:48:09,1142.4855555155,72.333098756078
890,6:48:39,R,10.38516,3.000694,1.065152,1.191664,0.131139,2.256815,0.60525,0.190327,0.084473,0.108211,0.01174,0.192683,2019-11-22 06:48:39,1083.28869093935,75.7605130906192
891,6:49:09,R,31.858,4.785017,1.195485,1.294592,0.137158,2.490077,0.702106,0.168805,0.056858,0.063559,0.008672,0.120417,2019-11-22 06:49:09,1073.02360316345,54.7244387893954
892,6:49:39,R,11.82206,1.94322,1.052808,1.24026,0.236304,2.293068,0.55478,0.186167,0.09853,0.135915,0.024608,0.234445,2019-11-22 06:49:39,1032.83763009304,54.0716283550692
893,6:50:09,R,5.070817,2.371436,1.441632,1.62844,0.178497,3.070072,0.461893,0.224734,0.132386,0.162139,0.018848,0.294525,2019-11-22 06:50:09,1022.02617929393,41.9480061255217
894,6:50:39,R,8.315478,1.741262,1.014035,1.470114,0.186002,2.484149,0.562883,0.162721,0.104925,0.149113,0.020358,0.254038,2019-11-22 06:50:39,985.680258178415,54.6610252398454
895,6:51:09,R,24.36246,4.141806,1.4749,1.50728,0.165981,2.98218,0.661571,0.180196,0.065382,0.084451,0.0084,0.149833,2019-11-22 06:51:09,972.450731438915,67.1407278651531
896,6:51:39,R,34.37219,6.037999,1.332975,1.298947,0.194991,2.631922,0.688499,0.171408,0.055461,0.074659,0.009973,0.13012,2019-11-22 06:51:39,832.639459815015,143.412745366342
897,6:52:09,R,48.85457,3.885638,1.084302,1.232318,0.142484,2.31662,0.71156,0.155264,0.048419,0.075233,0.009525,0.123652,2019-11-22 06:52:09,1134.93552129286,69.2570048747008
898,6:52:39,R,11.34358,2.949997,1.119205,1.403496,0.160002,2.522701,0.600175,0.201526,0.075112,0.110351,0.012837,0.185462,2019-11-22 06:52:39,900.485969511285,117.429661560166
899,6:53:09,R,22.83221,4.100019,1.061425,1.600931,0.235808,2.662356,0.671715,0.156065,0.062012,0.092925,0.017282,0.154938,2019-11-22 06:53:09,1133.41807657653,99.6133790966787
900,6:53:39,R,30.3383,2.882979,1.640324,4.140722,0.934584,5.781046,0.473231,0.132161,0.112927,0.239375,0.042307,0.352302,2019-11-22 06:53:39,977.607463449278,89.9147694794892
901,6:54:09,R,4.156586,1.55103,1.356844,1.825728,0.14919,3.182572,0.386961,0.19053,0.176551,0.22615,0.019808,0.402701,2019-11-22 06:54:09,1238.45228452343,61.9048107066851
902,6:54:39,R,9.761518,1.525355,3.636826,5.103671,0.28416,8.740497,0.366185,0.066497,0.246526,0.304745,0.016048,0.55127,2019-11-22 06:54:39,1192.04604322011,57.1559538287909
903,6:55:09,R,6.12387,1.739408,0.969873,1.610417,0.162864,2.58029,0.512222,0.180507,0.105224,0.182466,0.019581,0.28769,2019-11-22 06:55:09,1102.72832089432,90.9671222184133
904,6:55:39,R,13.0721,1.263326,1.55914,3.457212,0.332085,5.016352,0.478362,0.119391,0.114084,0.264772,0.023391,0.378857,2019-11-22 06:55:39,1256.35543198049,104.868008772475
905,6:56:09,R,4.395978,1.553918,1.283749,2.364903,0.208444,3.648652,0.398739,0.179499,0.135145,0.262481,0.024136,0.397626,2019-11-22 06:56:09,1206.06369181602,69.3652301734535
906,6:56:39,R,6.263055,1.56697,0.961099,1.385476,0.185369,2.346575,0.50233,0.188137,0.118637,0.167229,0.023668,0.285866,2019-11-22 06:56:39,1166.0833283955,129.846350657468
907,6:57:09,R,8.738736,2.571849,0.995705,2.177373,0.19445,3.173078,0.486722,0.216718,0.088042,0.190231,0.018287,0.278272,2019-11-22 06:57:09,1199.06424053534,101.132797250091
908,6:57:39,R,7.974935,1.832904,1.026973,1.643449,0.212016,2.670422,0.55662,0.165356,0.097562,0.158917,0.021545,0.256479,2019-11-22 06:57:39,1190.64725088677,96.9912029423829
909,6:58:09,R,11.04118,3.477258,0.997864,1.539881,0.153192,2.537745,0.585889,0.222816,0.069238,0.110559,0.011497,0.179798,2019-11-22 06:58:09,1184.98569153836,60.7825526983015
910,6:58:39,R,5.677261,1.717669,0.796857,1.692651,0.154941,2.489509,0.498171,0.19484,0.092546,0.192739,0.021704,0.285285,2019-11-22 06:58:39,1165.90384695671,91.0843539973748
911,6:59:09,R,9.757388,2.107603,1.033037,1.589089,0.209318,2.622127,0.58542,0.167683,0.084392,0.144447,0.018058,0.228839,2019-11-22 06:59:09,1110.97808717829,56.2382914094558
912,6:59:39,R,9.684019,2.309074,0.913128,1.696318,0.163604,2.609446,0.576239,0.182231,0.080207,0.14724,0.014082,0.227448,2019-11-22 06:59:39,1244.78218202894,80.3804114946969
913,7:00:09,R,13.73141,3.046262,0.853618,1.54988,0.149702,2.403497,0.61985,0.169201,0.073126,0.123911,0.013911,0.197037,2019-11-22 07:00:09,1234.88015833151,81.3053521873107
914,7:00:39,R,9.785522,3.089499,1.130387,2.664072,0.739389,3.79446,0.542881,0.182704,0.084657,0.16502,0.024738,0.249677,2019-11-22 07:00:39,1100.22761214605,106.6091141856
915,7:01:09,R,9.740491,2.632719,0.894341,1.430122,0.138049,2.324462,0.598341,0.192562,0.077873,0.118123,0.013101,0.195996,2019-11-22 07:01:09,952.142758312212,54.3103055332676
916,7:01:39,R,22.37415,5.618313,3.198833,3.031318,0.125387,6.230151,0.536592,0.236249,0.08564,0.130824,0.010695,0.216464,2019-11-22 07:01:39,878.649373140831,41.2399830829373
917,7:02:09,R,59.35343,4.714681,1.459296,1.708289,0.156896,3.167585,0.680702,0.1629,0.058566,0.089272,0.00856,0.147837,2019-11-22 07:02:09,908.779041907447,53.6369067610626
918,7:02:39,R,65.22834,6.018717,1.565656,1.222136,0.192954,2.787792,0.773594,0.122434,0.049995,0.045931,0.008046,0.095926,2019-11-22 07:02:39,965.37961144355,63.6006444390545
919,7:03:09,R,51.73941,5.042436,1.667223,1.321167,0.185307,2.988389,0.677985,0.183576,0.067306,0.062495,0.008639,0.129801,2019-11-22 07:03:09,1075.30739773796,57.93027639815
920,7:03:39,R,57.10286,4.852966,1.900085,1.497409,0.179685,3.397494,0.673502,0.159188,0.084627,0.073414,0.00927,0.15804,2019-11-22 07:03:39,1053.39400512827,45.8417276046725
921,7:04:09,R,21.53493,3.471674,1.687602,1.45919,0.145686,3.146792,0.610263,0.180661,0.104988,0.095137,0.008952,0.200125,2019-11-22 07:04:09,914.768450381797,86.6056424894105
922,7:04:39,R,17.2969,2.76319,1.314206,1.275263,0.138628,2.589469,0.578404,0.19813,0.108601,0.103655,0.01121,0.212257,2019-11-22 07:04:39,1234.03398359432,57.2280537122276
923,7:05:09,R,5.021979,2.068935,1.14107,1.194554,0.137994,2.335624,0.454394,0.219081,0.142933,0.164693,0.018899,0.307626,2019-11-22 07:05:09,1270.91823272405,60.9787718079391
924,7:05:39,R,9.730652,2.678391,1.105512,1.242204,0.114943,2.347716,0.557352,0.230791,0.095828,0.10505,0.010979,0.200877,2019-11-22 07:05:39,1131.73304551692,114.563351887224
925,7:06:09,R,20.0872,3.929281,2.522745,8.313774,2.991558,10.83652,0.403476,0.105744,0.084622,0.290842,0.115316,0.375464,2019-11-22 07:06:09,1221.89017501299,137.247462228594
926,7:06:39,R,75.06365,12.30031,3.370754,5.409269,1.12165,8.780024,0.714232,0.153869,0.048514,0.066947,0.016438,0.115461,2019-11-22 07:06:39,1198.81092255998,70.1153278196924
927,7:07:09,R,43.6727,4.18113,0.876084,1.890341,0.398377,2.766425,0.665286,0.163728,0.044116,0.105115,0.021755,0.149231,2019-11-22 07:07:09,1179.28378997247,64.3464428087228
928,7:07:39,R,22.91863,3.363225,1.508273,3.42733,0.491085,4.935603,0.531952,0.177122,0.081143,0.175759,0.034024,0.256903,2019-11-22 07:07:39,1105.75406370688,114.010357079396
929,7:08:09,R,7.333279,2.013549,0.95094,1.571311,0.293669,2.522251,0.541519,0.180711,0.095855,0.15231,0.029605,0.248165,2019-11-22 07:08:09,1251.38356275256,53.9751666765428
930,7:08:39,R,11.36851,2.586807,0.969417,1.3199,0.188022,2.289316,0.619453,0.177235,0.079569,0.106194,0.017549,0.185763,2019-11-22 07:08:39,1270.8786949481,79.9014388663458
931,7:09:09,R,9.843138,2.699984,0.917385,2.177505,0.41301,3.09489,0.568523,0.181635,0.070565,0.151077,0.028199,0.221643,2019-11-22 07:09:09,1241.12030282065,16.7327156945359
932,7:09:39,R,13.39818,2.496918,1.102525,1.238408,0.154252,2.340933,0.62007,0.193889,0.081903,0.093237,0.0109,0.175141,2019-11-22 07:09:39,1191.66393766057,42.0866025942189
933,7:10:09,R,21.44098,3.086519,0.979536,1.77549,0.131432,2.755026,0.626926,0.188068,0.063707,0.113087,0.008212,0.176795,2019-11-22 07:10:09,1142.36527456852,70.7066688310536
934,7:10:39,R,84.91412,5.332551,1.272211,1.432511,0.181184,2.704722,0.690937,0.181955,0.049756,0.06885,0.008502,0.118605,2019-11-22 07:10:39,1215.05777941008,46.2001071700149
935,7:11:09,R,67.48112,4.803579,1.120257,1.075101,0.151401,2.195358,0.749864,0.136952,0.039367,0.065007,0.008811,0.104374,2019-11-22 07:11:09,1241.58813188929,89.5499069548108
936,7:11:39,R,5.597734,1.829685,0.614743,1.084291,0.134157,1.699034,0.546639,0.203498,0.079922,0.151228,0.018714,0.231149,2019-11-22 07:11:39,990.482288138841,191.926783963706
937,7:12:09,R,7.698132,2.261627,0.749293,1.206937,0.148764,1.95623,0.536645,0.220892,0.082787,0.142418,0.017257,0.225206,2019-11-22 07:12:09,1150.84212778263,131.416410396813
938,7:12:39,R,12.32454,2.881014,0.937999,1.261564,0.145786,2.199563,0.630225,0.171156,0.067553,0.118053,0.013013,0.185606,2019-11-22 07:12:39,1236.54655293217,113.983796703023
939,7:13:09,R,8.801373,3.237094,0.795916,1.246504,0.158558,2.04242,0.568798,0.219445,0.073502,0.122381,0.015874,0.195883,2019-11-22 07:13:09,1048.29542210359,140.175051555454
940,7:13:39,R,109.7671,22.26425,11.37869,10.89182,1.343856,22.27051,0.608406,0.150217,0.105612,0.121908,0.013858,0.22752,2019-11-22 07:13:39,1205.23920189345,212.153574427603
941,7:14:09,R,30.38704,4.33731,1.192523,1.905568,0.213606,3.09809,0.650991,0.173907,0.064974,0.100481,0.009647,0.165455,2019-11-22 07:14:09,1238.61630789041,76.2287811428519
942,7:14:39,R,31.88397,3.273214,0.963131,1.901322,0.209077,2.864454,0.62428,0.164811,0.064148,0.130721,0.01604,0.194869,2019-11-22 07:14:39,1247.88891332177,73.990322767122
943,7:15:09,R,14.26115,3.472964,1.337196,1.945161,0.171255,3.282357,0.616499,0.183252,0.077886,0.112631,0.009732,0.190517,2019-11-22 07:15:09,1136.54032212136,90.7789764631526
944,7:15:39,R,44.30612,10.50365,2.535022,3.913357,0.593893,6.448379,0.620523,0.197644,0.059142,0.110054,0.012637,0.169196,2019-11-22 07:15:39,1233.36656223595,69.9120907089056
945,7:16:09,R,22.39368,4.22775,1.229353,1.679165,0.149016,2.908517,0.632778,0.195258,0.06541,0.096935,0.00962,0.162345,2019-11-22 07:16:09,1160.0527573241,56.8441326020549
946,7:16:39,R,8.16946,3.246309,1.521761,1.794632,0.12399,3.316392,0.464351,0.257513,0.107001,0.159926,0.01121,0.266927,2019-11-22 07:16:39,1047.60947207547,92.9303329182586
947,7:17:09,R,11.89757,2.486376,0.829778,1.47431,0.143873,2.304088,0.617471,0.185399,0.072,0.111691,0.01344,0.183691,2019-11-22 07:17:09,1129.77901529962,82.6745332997189
948,7:17:39,R,6.627353,3.142083,0.89845,1.166995,0.145203,2.065445,0.519207,0.261616,0.084994,0.119222,0.014961,0.204216,2019-11-22 07:17:39,1203.83032432701,75.9699894699257
949,7:18:09,R,11.2309,3.15271,1.127506,1.047,0.142382,2.174506,0.504537,0.261005,0.103183,0.11684,0.014435,0.220022,2019-11-22 07:18:09,1126.51604834837,63.1956192231117
950,7:18:39,R,9.363283,3.035241,0.71268,1.054736,0.169828,1.767415,0.522589,0.256646,0.077608,0.124929,0.018228,0.202538,2019-11-22 07:18:39,1076.9263250655,79.2462634033847
951,7:19:09,R,10.99539,3.409347,0.92247,1.377302,0.169746,2.299772,0.553424,0.243433,0.075599,0.114368,0.013176,0.189968,2019-11-22 07:19:09,1113.20142105031,51.6383215330951
952,7:19:39,R,9.143198,3.270291,0.969092,1.147363,0.129329,2.116455,0.566844,0.232462,0.087543,0.101853,0.011298,0.189396,2019-11-22 07:19:39,1147.56913650695,65.951784560381
953,7:20:09,R,10.72032,2.778075,1.131052,1.132036,0.140888,2.263088,0.567635,0.217806,0.100483,0.100347,0.013729,0.20083,2019-11-22 07:20:09,1119.18980360484,53.4558034144817
